"Date";"contador";"FromHour";"ToHour";"Sum"
2017-10-03;"5";4;6;2752.49721913237
2017-10-03;"5";6;8;3836.16017797553
2017-10-03;"5";8;10;4897
2017-10-03;"5";10;12;5160
2017-10-03;"5";12;14;4717.18505140317
2017-10-03;"5";14;16;4875.43178660739
2017-10-03;"5";16;18;4319.6385341477
2017-10-03;"5";18;20;4540.15657967796
2017-10-03;"5";20;22;4118.31684269038
2017-10-03;"5";22;24;3633.73929961089
2017-10-03;"5";0;2;2902.10419560989
2017-10-04;"5";2;4;2374.24312308975
2017-10-04;"5";4;6;2357.11003056405
2017-10-04;"5";6;8;3429.25673798277
2017-10-04;"5";8;10;4461
2017-10-04;"5";10;12;4969
2017-10-04;"5";12;14;4985
2017-10-04;"5";14;16;4284
2017-10-04;"5";16;18;4433.81171896695
2017-10-04;"5";18;20;4736.56067758956
2017-10-04;"5";20;22;4570.16254515143
2017-10-04;"5";22;24;3420.37927202001
2017-10-04;"5";0;2;2713.19344080044
2017-10-05;"5";2;4;2370.4513618677
2017-10-05;"5";4;6;2350.10502917477
2017-10-05;"5";6;8;3451.24506807447
2017-10-05;"5";8;10;4468.64019988895
2017-10-05;"5";10;12;4048.16046640755
2017-10-05;"5";12;14;3582.30516953863
2017-10-05;"5";14;16;4144.71206225681
2017-10-05;"5";16;18;4109
2017-10-05;"5";18;20;5276
2017-10-05;"5";20;22;4984
2017-10-05;"5";22;24;3510
2017-10-05;"5";0;2;2754.10169491525
2017-10-06;"5";2;4;2382.23728813559
2017-10-06;"5";4;6;2375.11753264796
2017-10-06;"5";6;8;3568.27424284523
2017-10-06;"5";8;10;4527.82254929186
2017-10-06;"5";10;12;4484.58594834768
2017-10-06;"5";12;14;4884.16337871631
2017-10-06;"5";14;16;4025.38121700472
2017-10-06;"5";16;18;4134.36520289049
2017-10-06;"5";18;20;4640.85214007782
2017-10-06;"5";20;22;4205.16171158655
2017-10-06;"5";22;24;3311.37732703529
2017-10-06;"5";0;2;2688.6
2017-10-07;"5";2;4;2344
2017-10-07;"5";4;6;2344
2017-10-07;"5";6;8;2668.4
2017-10-07;"5";8;10;3673.17254792998
2017-10-07;"5";10;12;4204.40261183662
2017-10-07;"5";12;14;3999
2017-10-07;"5";14;16;3590
2017-10-07;"5";16;18;3109
2017-10-07;"5";18;20;3292
2017-10-07;"5";20;22;3670.13753820506
2017-10-07;"5";22;24;3122.32092247847
2017-10-07;"5";0;2;2543.89419605665
2017-10-08;"5";2;4;2356.75312413219
2017-10-08;"5";4;6;2331.09419283134
2017-10-08;"5";6;8;2588.21978327313
2017-10-08;"5";8;10;3632
2017-10-08;"5";10;12;4156
2017-10-08;"5";12;14;3841.16004445679
2017-10-08;"5";14;16;3724.37343706585
2017-10-08;"5";16;18;3124.1317032509
2017-10-08;"5";18;20;3614.30730758544
2017-10-08;"5";20;22;3767.85670647043
2017-10-08;"5";22;24;3369.66564843099
2017-10-08;"5";0;2;2683.90002777006
2017-10-09;"5";2;4;2381.76673146348
2017-10-09;"5";4;6;2403.33778148457
2017-10-09;"5";6;8;3468.78815679733
2017-10-09;"5";8;10;4212.16254515143
2017-10-09;"5";10;12;3936.37927202001
2017-10-09;"5";12;14;3787
2017-10-09;"5";14;16;4593
2017-10-09;"5";16;18;4174
2017-10-09;"5";18;20;4406
2017-10-09;"5";20;22;4260.1558766324
2017-10-09;"5";22;24;3436.36371214226
2017-10-09;"5";0;2;2681
2017-10-10;"5";2;4;2377
2017-10-10;"5";4;6;2360.10419560989
2017-10-10;"5";6;8;3395.24312308975
2017-10-10;"5";8;10;4212.18671853293
2017-10-10;"5";10;12;3880.43567657683
2017-10-10;"5";12;14;3688.15004167824
2017-10-10;"5";14;16;4142.35009724924
2017-10-10;"5";16;18;4902
2017-10-10;"5";18;20;4599
2017-10-10;"5";20;22;4382.69683509162
2017-10-10;"5";22;24;3418.29261521377
2017-10-10;"5";0;2;2622.09919422062
2017-10-11;"5";2;4;2351.23145318144
2017-10-11;"5";4;6;2437.22512506948
2017-10-11;"5";6;8;3684.52529182879
2017-10-11;"5";8;10;4431
2017-10-11;"5";10;12;4107
2017-10-11;"5";12;14;4635
2017-10-11;"5";14;16;4721
2017-10-11;"5";16;18;4635
2017-10-11;"5";18;20;4646
2017-10-11;"5";20;22;4304
2017-10-11;"5";22;24;3541
2017-10-11;"5";0;2;2665.29524603837
2017-10-12;"5";2;4;2363.68890742285
2017-10-12;"5";4;6;2261.79511382565
2017-10-12;"5";6;8;2608.52193225986
2017-10-12;"5";8;10;4080
2017-10-12;"5";10;12;5026
2017-10-12;"5";12;14;4312.33685380767
2017-10-12;"5";14;16;3697.7859922179
2017-10-12;"5";16;18;3310.12586829675
2017-10-12;"5";18;20;3119.29369269241
2017-10-12;"5";20;22;3359
2017-10-12;"5";22;24;2827
2017-10-12;"5";0;2;2486
2017-10-13;"5";2;4;2363
2017-10-13;"5";4;6;2282.22178988327
2017-10-13;"5";6;8;3200.51750972763
2017-10-13;"5";8;10;4030
2017-10-13;"5";10;12;4208
2017-10-13;"5";12;14;3612.84171063593
2017-10-13;"5";14;16;3698.63065815051
2017-10-13;"5";16;18;3766.17921644901
2017-10-13;"5";18;20;4151.41817171436
2017-10-13;"5";20;22;4024.30016675931
2017-10-13;"5";22;24;3028.70038910506
2017-10-13;"5";0;2;2695
2017-10-14;"5";2;4;2464
2017-10-14;"5";4;6;2206
2017-10-14;"5";6;8;2645
2017-10-14;"5";8;10;3790.16337871631
2017-10-14;"5";10;12;3903.38121700472
2017-10-14;"5";12;14;3640.13920533482
2017-10-14;"5";14;16;3610.3248124479
2017-10-14;"5";16;18;3402.87670091641
2017-10-14;"5";18;20;3496.71230213829
2017-10-14;"5";20;22;3637.31017231795
2017-10-14;"5";22;24;3229.72373540856
2017-10-14;"5";0;2;2785.89086364899
2017-10-15;"5";2;4;2725.7453485143
2017-10-15;"5";4;6;2598.10752986941
2017-10-15;"5";6;8;2787.25090302862
2017-10-15;"5";8;10;3628.79922243821
2017-10-15;"5";10;12;4768.53151902249
2017-10-15;"5";12;14;4094.48040033361
2017-10-15;"5";14;16;4056.12093411176
2017-10-15;"5";16;18;3402
2017-10-15;"5";18;20;3694
2017-10-15;"5";20;22;4022.70016657413
2017-10-15;"5";22;24;3232.30038867296
2017-10-15;"5";0;2;2608.19510839355
2017-10-16;"5";2;4;2241.45525291829
2017-10-16;"5";4;6;2299.09752709086
2017-10-16;"5";6;8;3233.227563212
2017-10-16;"5";8;10;4424.19672131148
2017-10-16;"5";10;12;4829.45901639344
2017-10-16;"5";12;14;5212
2017-10-16;"5";14;16;4595
2017-10-16;"5";16;18;4166.58856191005
2017-10-16;"5";18;20;4715.03997779012
2017-10-16;"5";20;22;4292.48290241868
2017-10-16;"5";22;24;3491.12677231026
2017-10-16;"5";0;2;2712.8966953624
2017-10-17;"5";2;4;2363.7589558456
2017-10-17;"5";4;6;2230.20344635909
2017-10-17;"5";6;8;3201.47470817121
2017-10-17;"5";8;10;4327.82088308803
2017-10-17;"5";10;12;3955.58206053874
2017-10-17;"5";12;14;3603
2017-10-17;"5";14;16;3793
2017-10-17;"5";16;18;3620.31517509728
2017-10-17;"5";18;20;3554.73540856031
2017-10-17;"5";20;22;3644.85670647042
2017-10-17;"5";22;24;3486.66564843099
2017-10-17;"5";0;2;2595.10502917477
2017-10-18;"5";2;4;2374.24506807447
2017-10-18;"5";4;6;2347.22178988327
2017-10-18;"5";6;8;3241.51750972763
2017-10-18;"5";8;10;4242
2017-10-18;"5";10;12;4394
2017-10-18;"5";12;14;4188.35198617241
2017-10-18;"5";14;16;4029.01324114942
2017-10-18;"5";16;18;4029.01324114942
2017-10-18;"5";18;20;4029.01324114942
2017-10-18;"5";20;22;4029.01324114942
2017-10-18;"5";22;24;3488.1546344023
2017-10-18;"5";0;2;2570
2017-10-19;"5";2;4;2302
2017-10-19;"5";4;6;2377.89502915857
2017-10-19;"5";6;8;3148.75506803666
2017-10-19;"5";8;10;4092.16921367046
2017-10-19;"5";10;12;3990.39483189775
2017-10-19;"5";12;14;4117
2017-10-19;"5";14;16;4082
2017-10-19;"5";16;18;3684.43536280234
2017-10-19;"5";18;20;3338.49165971643
2017-10-19;"5";20;22;3571.32554586366
2017-10-19;"5";22;24;2904.16134229679
2017-10-19;"5";0;2;2904.16134229679
2017-10-20;"5";2;4;2420.58845861807
2017-10-20;"5";4;6;2267.60998425489
2017-10-20;"5";6;8;3326.73733444475
2017-10-20;"5";8;10;4502.5
2017-10-20;"5";10;12;4659.5
2017-10-20;"5";12;14;4357
2017-10-20;"5";14;16;4084.16666666667
2017-10-20;"5";16;18;4077.83333333333
2017-10-20;"5";18;20;3653.66666666667
2017-10-20;"5";20;22;3329.15897720956
2017-10-20;"5";22;24;3128.7027052066
2017-10-20;"5";0;2;2585.55850226789
2017-10-21;"5";2;4;2391.76659261316
2017-10-21;"5";4;6;2275.93539872187
2017-10-21;"5";6;8;2445.72024636473
2017-10-21;"5";8;10;4309.83333333333
2017-10-21;"5";10;12;4403.83333333333
2017-10-21;"5";12;14;3758.5013892748
2017-10-21;"5";14;16;3815.19598036492
2017-10-21;"5";16;18;3261.53300009257
2017-10-21;"5";18;20;3105.04489493659
2017-10-21;"5";20;22;3346.97323330555
2017-10-21;"5";22;24;2901.63522274706
2017-10-21;"5";0;2;2586.06641673609
2017-10-22;"5";2;4;2272.95033786911
2017-10-22;"5";4;6;2283.37085417825
2017-10-22;"5";6;8;2434.94061515657
2017-10-22;"5";8;10;3665
2017-10-22;"5";10;12;4465.5
2017-10-22;"5";12;14;4253.34880059276
2017-10-22;"5";14;16;3716.89302584051
2017-10-22;"5";16;18;3214.15897720956
2017-10-22;"5";18;20;3755.86937187326
2017-10-22;"5";20;22;3814.16666666667
2017-10-22;"5";22;24;3148.16666666667
2017-10-22;"5";0;2;2557.06377858002
2017-10-23;"5";2;4;2323.44464500602
2017-10-23;"5";4;6;2347.23411154345
2017-10-23;"5";6;8;3241.00518806744
2017-10-23;"5";8;10;4232.14338609645
2017-10-23;"5";10;12;3974.59011385726
2017-10-23;"5";12;14;4057.26459143969
2017-10-23;"5";14;16;4657.09727626459
2017-10-23;"5";16;18;4507.03306474021
2017-10-23;"5";18;20;4112.43099935167
2017-10-23;"5";20;22;4176.66666666667
2017-10-23;"5";22;24;3531.16666666667
2017-10-23;"5";0;2;2776.55410534111
2017-10-24;"5";2;4;2432.25710450801
2017-10-24;"5";4;6;2318.60734463277
2017-10-24;"5";6;8;3235.73163841808
2017-10-24;"5";8;10;4144.03218486617
2017-10-24;"5";10;12;4168.59576734278
2017-10-24;"5";12;14;3984.83333333333
2017-10-24;"5";14;16;4562.33333333333
2017-10-24;"5";16;18;4296.98555154209
2017-10-24;"5";18;20;3542.99513753821
2017-10-24;"5";20;22;3966.67421505974
2017-10-24;"5";22;24;3390.87593776049
2017-10-24;"5";0;2;2705.16666666667
2017-10-25;"5";2;4;2342
2017-10-25;"5";4;6;2552.50206492953
2017-10-25;"5";6;8;4024.223567976
2017-10-25;"5";8;10;4024.223567976
2017-10-25;"5";10;12;3875.10971905847
2017-10-25;"5";12;14;3852.99078959548
2017-10-25;"5";14;16;3979.12047579376
2017-10-25;"5";16;18;3667.0083773026
2017-10-25;"5";18;20;3632.99176154772
2017-10-25;"5";20;22;3703.81508245321
2017-10-25;"5";22;24;3240.34658143413
2017-10-25;"5";0;2;2706.27577104751
2017-10-26;"5";2;4;2358.56876910253
2017-10-26;"5";4;6;2389.16666666667
2017-10-26;"5";6;8;3244.83333333333
2017-10-26;"5";8;10;4541.36287857738
2017-10-26;"5";10;12;4000.42340464944
2017-10-26;"5";12;14;3836.83333333333
2017-10-26;"5";14;16;4677
2017-10-26;"5";16;18;4513.39077265147
2017-10-26;"5";18;20;4853.17657958125
2017-10-26;"5";20;22;4307.83333333333
2017-10-26;"5";22;24;3243.83333333333
2017-10-26;"5";0;2;2597.16666666667
2017-10-27;"5";2;4;2284.16666666667
2017-10-27;"5";4;6;2251.66666666667
2017-10-27;"5";6;8;3204.83333333333
2017-10-27;"5";8;10;4410.71820876169
2017-10-27;"5";10;12;4475.13753820506
2017-10-27;"5";12;14;3917.4784782005
2017-10-27;"5";14;16;4100.76057576599
2017-10-27;"5";16;18;4685.04274335464
2017-10-27;"5";18;20;3959.95188478281
2017-10-27;"5";20;22;3791.01343338892
2017-10-27;"5";22;24;3244.41495275153
2017-10-27;"5";0;2;2509.22868647598
2017-10-28;"5";2;4;2416.60751643062
2017-10-28;"5";4;6;2513.49857391562
2017-10-28;"5";6;8;3708.41204578286
2017-10-28;"5";8;10;3708.41204578286
2017-10-28;"5";10;12;4224.20744897581
2017-10-28;"5";12;14;4182.18037417801
2017-10-28;"5";14;16;3764.8892284894
2017-10-28;"5";16;18;3595.31360563119
2017-10-28;"5";18;20;3132.31707881819
2017-10-28;"5";20;22;3415.54267333148
2017-10-28;"5";22;24;2897.06576876793
2017-10-28;"5";0;2;2925
2017-10-29;"5";2;4;3073.16666666667
2017-10-29;"5";4;6;2199.30564045568
2017-10-29;"5";6;8;2524
2017-10-29;"5";8;10;4049.83333333333
2017-10-29;"5";10;12;4748.5
2017-10-29;"5";12;14;3833.15569749144
2017-10-29;"5";14;16;3682.83333333333
2017-10-29;"5";16;18;3039.04267445093
2017-10-29;"5";18;20;3499.33333333333
2017-10-29;"5";20;22;3824.5
2017-10-29;"5";22;24;2978.66666666667
2017-10-29;"5";0;2;1326.66666666667
2017-10-30;"5";0;2;2518.33333333333
2017-10-30;"5";2;4;2270.5
2017-10-30;"5";4;6;2364.16120218579
2017-10-30;"5";6;8;3444
2017-10-30;"5";8;10;4592
2017-10-30;"5";10;12;3734.33333333333
2017-10-30;"5";12;14;4073
2017-10-30;"5";14;16;4226.16666666667
2017-10-30;"5";16;18;4154.5450250139
2017-10-30;"5";18;20;3436
2017-10-30;"5";20;22;3736.83333333333
2017-10-30;"5";22;24;3533.16666666667
2017-10-31;"5";0;2;2666.83333333333
2017-10-31;"5";2;4;2342
2017-10-31;"5";4;6;2315.652866537
2017-10-31;"5";6;8;3463.5
2017-10-31;"5";8;10;4238.07516430621
2017-10-31;"5";10;12;3813.16666666667
2017-10-31;"5";12;14;3702.51723179544
2017-10-31;"5";14;16;3611
2017-10-31;"5";16;18;3444.13902009818
2017-10-31;"5";18;20;3452.66666666667
2017-10-31;"5";20;22;3684.3501435584
2017-10-31;"5";22;24;3402.66666666667
2017-11-01;"5";0;2;2730.50736725049
2017-11-01;"5";2;4;2329
2017-11-01;"5";4;6;2341.5
2017-11-01;"5";6;8;2654.66666666667
2017-11-01;"5";8;10;3972.33333333333
2017-11-01;"5";10;12;5054.16666666667
2017-11-01;"5";12;14;4166.7084838381
2017-11-01;"5";14;16;3228.83333333333
2017-11-01;"5";16;18;2968.8834398444
2017-11-01;"5";18;20;3184.83333333333
2017-11-01;"5";20;22;3644.50055524709
2017-11-01;"5";22;24;3319.5
2017-11-02;"5";0;2;2720.56852933
2017-11-02;"5";2;4;2343
2017-11-02;"5";4;6;2337.17509025271
2017-11-02;"5";6;8;3352.66666666667
2017-11-02;"5";8;10;4291.96684264147
2017-11-02;"5";10;12;4098.16666666667
2017-11-02;"5";12;14;3727.83347226081
2017-11-02;"5";14;16;4072.5
2017-11-02;"5";16;18;4569.16129480411
2017-11-02;"5";18;20;3867.5
2017-11-02;"5";20;22;4115.83333333333
2017-11-02;"5";22;24;3355.83333333333
2017-11-03;"5";0;2;2873.4220049262
2017-11-03;"5";2;4;2428.83333333333
2017-11-03;"5";4;6;2347.5
2017-11-03;"5";6;8;3475
2017-11-03;"5";8;10;4601.49740812737
2017-11-03;"5";10;12;4437.66666666667
2017-11-03;"5";12;14;4289.26181211784
2017-11-03;"5";14;16;4164.66666666667
2017-11-03;"5";16;18;4049.55848846902
2017-11-03;"5";18;20;3695.16666666667
2017-11-03;"5";20;22;3447.68341759727
2017-11-03;"5";22;24;3192.17734318573
2017-11-04;"5";0;2;2824.94076267283
2017-11-04;"5";2;4;2465.83333333333
2017-11-04;"5";4;6;2470.5
2017-11-04;"5";6;8;2854
2017-11-04;"5";8;10;4175.33333333333
2017-11-04;"5";10;12;4455.66666666667
2017-11-04;"5";12;14;3926.17236269334
2017-11-04;"5";14;16;3817.16666666667
2017-11-04;"5";16;18;3536.96957488191
2017-11-04;"5";18;20;3678.33333333333
2017-11-04;"5";20;22;3624.17791354253
2017-11-04;"5";22;24;3290.66666666667
2017-11-05;"5";0;2;2772.62181519716
2017-11-05;"5";2;4;2516.83333333333
2017-11-05;"5";4;6;2527.18620913217
2017-11-05;"5";6;8;2679.33333333333
2017-11-05;"5";8;10;4082
2017-11-05;"5";10;12;4674.83333333333
2017-11-05;"5";12;14;4303.23349995372
2017-11-05;"5";14;16;3381
2017-11-05;"5";16;18;3671.52792442345
2017-11-05;"5";18;20;3863.66666666667
2017-11-05;"5";20;22;4567.86002224076
2017-11-05;"5";22;24;3347.16666666667
2017-11-06;"5";0;2;2848.94367305378
2017-11-06;"5";2;4;2584.16666666667
2017-11-06;"5";4;6;2565.12816953544
2017-11-06;"5";6;8;3661.33333333333
2017-11-06;"5";8;10;4389.71691299033
2017-11-06;"5";10;12;4332.48138682076
2017-11-06;"5";12;14;4355.83850057414
2017-11-06;"5";14;16;4244.66666666667
2017-11-06;"5";16;18;3870.56797331109
2017-11-06;"5";18;20;3550.66666666667
2017-11-06;"5";20;22;4056.5
2017-11-06;"5";22;24;3594.83333333333
2017-11-07;"5";0;2;2891.18455176321
2017-11-07;"5";2;4;2604.66666666667
2017-11-07;"5";4;6;2538.68371317399
2017-11-07;"5";6;8;3567
2017-11-07;"5";8;10;4681.97241506989
2017-11-07;"5";10;12;4290.33333333333
2017-11-07;"5";12;14;3986.93394478414
2017-11-07;"5";14;16;3914.66666666667
2017-11-07;"5";16;18;3765.5
2017-11-07;"5";18;20;3413.83333333333
2017-11-07;"5";20;22;4312.33333333333
2017-11-07;"5";22;24;3734.83333333333
2017-11-08;"5";0;2;2840.20491803279
2017-11-08;"5";2;4;2582.5
2017-11-08;"5";4;6;2576.15009719522
2017-11-08;"5";6;8;3801.33333333333
2017-11-08;"5";8;10;4441.93072149671
2017-11-08;"5";10;12;4203.66666666667
2017-11-08;"5";12;14;4277.59460961378
2017-11-08;"5";14;16;4087.16666666667
2017-11-08;"5";16;18;3991.70014818931
2017-11-08;"5";18;20;4249.16666666667
2017-11-08;"5";20;22;4284.08627233176
2017-11-08;"5";22;24;3383
2017-11-09;"5";0;2;2671.4730160473
2017-11-09;"5";2;4;2490.5
2017-11-09;"5";4;6;2496
2017-11-09;"5";6;8;3808.66666666667
2017-11-09;"5";8;10;4610.62849731332
2017-11-09;"5";10;12;4012.33333333333
2017-11-09;"5";12;14;3865
2017-11-09;"5";14;16;4195.66666666667
2017-11-09;"5";16;18;4046.90293600074
2017-11-09;"5";18;20;4058.83333333333
2017-11-09;"5";20;22;3946.16666666667
2017-11-09;"5";22;24;3787.66666666667
2017-11-10;"5";0;2;2652.38232025841
2017-11-10;"5";2;4;2497.83333333333
2017-11-10;"5";4;6;2475.17231638418
2017-11-10;"5";6;8;3820
2017-11-10;"5";8;10;4770
2017-11-10;"5";10;12;4490.5
2017-11-10;"5";12;14;4115.5
2017-11-10;"5";14;16;4333.5
2017-11-10;"5";16;18;3703.35056991938
2017-11-10;"5";18;20;3470
2017-11-10;"5";20;22;3829.45848375451
2017-11-10;"5";22;24;3633.33333333333
2017-11-11;"5";0;2;2816.76491821746
2017-11-11;"5";2;4;2500
2017-11-11;"5";4;6;2460.34176160044
2017-11-11;"5";6;8;2843.33333333333
2017-11-11;"5";8;10;4308.16712039558
2017-11-11;"5";10;12;4512.25068059337
2017-11-11;"5";12;14;4430.20890049447
2017-11-11;"5";14;16;3930
2017-11-11;"5";16;18;3433.33333333333
2017-11-11;"5";18;20;3446.66666666667
2017-11-11;"5";20;22;3836.66666666667
2017-11-11;"5";22;24;3483.33333333333
2017-11-12;"5";0;2;2876.51492488541
2017-11-12;"5";2;4;2540
2017-11-12;"5";4;6;2537.35037984065
2017-11-12;"5";6;8;2820
2017-11-12;"5";8;10;4607.36130406594
2017-11-12;"5";10;12;4930
2017-11-12;"5";12;14;4101.47304479878
2017-11-12;"5";14;16;3772.20956719818
2017-11-12;"5";16;18;3743.50797266515
2017-11-12;"5";18;20;3350
2017-11-12;"5";20;22;4236.05017124873
2017-11-12;"5";22;24;3413.33333333333
2017-11-13;"5";0;2;2736.67057196107
2017-11-13;"5";2;4;2460
2017-11-13;"5";4;6;2473.67231638418
2017-11-13;"5";6;8;3683.33333333333
2017-11-13;"5";8;10;4706.66666666667
2017-11-13;"5";10;12;4100
2017-11-13;"5";12;14;4071.13396331295
2017-11-13;"5";14;16;4150
2017-11-13;"5";16;18;3649.49458483755
2017-11-13;"5";18;20;3766.66666666667
2017-11-13;"5";20;22;3957.79507133593
2017-11-13;"5";22;24;3840
2017-11-14;"5";0;2;2692.7327079184
2017-11-14;"5";2;4;2536.66666666667
2017-11-14;"5";4;6;3232.40095571484
2017-11-14;"5";6;8;3608.60143357226
2017-11-14;"5";8;10;3790.50119464355
2017-11-14;"5";10;12;4190
2017-11-14;"5";12;14;4067.20570528851
2017-11-14;"5";14;16;4226.66666666667
2017-11-14;"5";16;18;3646.66666666667
2017-11-14;"5";18;20;3676.66666666667
2017-11-14;"5";20;22;4640.73353709364
2017-11-14;"5";22;24;3580
2017-11-15;"5";0;2;2709.76117745071
2017-11-15;"5";2;4;2546.66666666667
2017-11-15;"5";4;6;2510.70038910506
2017-11-15;"5";6;8;3900
2017-11-15;"5";8;10;4439.38905859483
2017-11-15;"5";10;12;4040
2017-11-15;"5";12;14;4430.59460961378
2017-11-15;"5";14;16;4250
2017-11-15;"5";16;18;3650.45568213393
2017-11-15;"5";18;20;4210
2017-11-15;"5";20;22;4503.33333333333
2017-11-15;"5";22;24;3606.66666666667
2017-11-16;"5";0;2;2680.23161015379
2017-11-16;"5";2;4;2520
2017-11-16;"5";4;6;2533.67509493378
2017-11-16;"5";6;8;3613.33333333333
2017-11-16;"5";8;10;4496.04184022957
2017-11-16;"5";10;12;3826.66666666667
2017-11-16;"5";12;14;3853.33333333333
2017-11-16;"5";14;16;4016.66666666667
2017-11-16;"5";16;18;3948.28832833278
2017-11-16;"5";18;20;3892.43249249917
2017-11-16;"5";20;22;3940.36041041597
2017-11-16;"5";22;24;3490
2017-11-17;"5";0;2;2587.12988697424
2017-11-17;"5";2;4;2453.33333333333
2017-11-17;"5";4;6;2443.00564657965
2017-11-17;"5";6;8;3633.33333333333
2017-11-17;"5";8;10;4257.25294063166
2017-11-17;"5";10;12;4760
2017-11-17;"5";12;14;4571.26737076153
2017-11-17;"5";14;16;4113.33333333333
2017-11-17;"5";16;18;3676.14736647228
2017-11-17;"5";18;20;3620
2017-11-17;"5";20;22;3867.20292673891
2017-11-17;"5";22;24;3073.33333333333
2017-11-18;"5";0;2;2627.01973867111
2017-11-18;"5";2;4;2600
2017-11-18;"5";4;6;2470.33620450125
2017-11-18;"5";6;8;2756.66666666667
2017-11-18;"5";8;10;4200
2017-11-18;"5";10;12;5180
2017-11-18;"5";12;14;4507.28350467723
2017-11-18;"5";14;16;3950
2017-11-18;"5";16;18;3009.59733407387
2017-11-18;"5";18;20;3143.33333333333
2017-11-18;"5";20;22;3211.96780460727
2017-11-18;"5";22;24;3156.66666666667
2017-11-19;"5";0;2;2591.17703759436
2017-11-19;"5";2;4;2616.66666666667
2017-11-19;"5";4;6;2740.37232564601
2017-11-19;"5";6;8;2856.66666666667
2017-11-19;"5";8;10;4261.25069483046
2017-11-19;"5";10;12;4966.66666666667
2017-11-19;"5";12;14;4062.80847912617
2017-11-19;"5";14;16;3646.66666666667
2017-11-19;"5";16;18;3614.52845212303
2017-11-19;"5";18;20;3731.79267818455
2017-11-19;"5";20;22;3703.16056515379
2017-11-19;"5";22;24;3200
2017-11-20;"5";0;2;2674.15200655444
2017-11-20;"5";2;4;2453.33333333333
2017-11-20;"5";4;6;2443.00564657965
2017-11-20;"5";6;8;3796.66666666667
2017-11-20;"5";8;10;4414.52844172689
2017-11-20;"5";10;12;4356.66666666667
2017-11-20;"5";12;14;3986.10848838286
2017-11-20;"5";14;16;4383.33333333333
2017-11-20;"5";16;18;3569.59736266993
2017-11-20;"5";18;20;3564.39604400489
2017-11-20;"5";20;22;3593.66337000407
2017-11-20;"5";22;24;3306.66666666667
2017-11-21;"5";0;2;2826.53343311729
2017-11-21;"5";2;4;2543.33333333333
2017-11-21;"5";4;6;2376.3362029066
2017-11-21;"5";6;8;3483.33333333333
2017-11-21;"5";8;10;4585.25159855435
2017-11-21;"5";10;12;4066.66666666667
2017-11-21;"5";12;14;3343.33333333333
2017-11-21;"5";14;16;4013.33333333333
2017-11-21;"5";16;18;3370.45568213393
2017-11-21;"5";18;20;3563.33333333333
2017-11-21;"5";20;22;3989.47792279922
2017-11-21;"5";22;24;3543.33333333333
2017-11-22;"5";0;2;2921.65588295395
2017-11-22;"5";2;4;2206.66666666667
2017-11-22;"5";4;6;2216.3584189577
2017-11-22;"5";6;8;3376.66666666667
2017-11-22;"5";8;10;4438.12569453019
2017-11-22;"5";10;12;4227.18854179528
2017-11-22;"5";12;14;4227.18854179528
2017-11-22;"5";14;16;4227.18854179528
2017-11-22;"5";16;18;4145.99045149607
2017-11-22;"5";18;20;3943.33333333333
2017-11-22;"5";20;22;3770.79541456007
2017-11-22;"5";22;24;3476.1931218401
2017-11-23;"5";0;2;3022.17551593058
2017-11-23;"5";2;4;2343.33333333333
2017-11-23;"5";4;6;2263.02508562436
2017-11-23;"5";6;8;3460
